RG,SG,Series,Barcode,Date,Caption,General Description,Item,Ordered By,Owber,Colored,Height,Width,Pub/Printer,Condition
1800,000,091,508356,1917,"""The Time Has Come to Conquer or Submit""","Portrait of President Wilson with his famous quote, and advertisement for the 2nd Liberty Loan",,,,TRUE,30,20,American Lithograph Co,Edges Slightly Damaged
1800,000,091,508356,1917,"Ring It Again, Buy a  2nd Liberty Loan of 1917",Liberty Bell on a blue background,,,,TRUE,30,20,"Ketterlinus, Philadelphia",Good
1800,000,091,508356,,Remember! The Flag of Liberty. Support It! Buy U.S. Government Bonds,Shows group of people saluting the American Flag,,,,TRUE,30,20,"Heywood, Strasser and Voight",Fair
1800,000,091,508356,,"Over the Top for You, Buy U.S. Government Bonds",Soldier climbing a hill carrying the American Flag,,,,TRUE,30,20,"Ketterlinus, Philadelphia",Fair
1800,000,091,508356,,"""Good Bye, Dad, I'm Off to Fight for Old Glory, You Buy U.S. Government Bonds",A father and son (in uniform) shaking hands with a farm in the background,,,,TRUE,30,20,Sackett and Wilhelm's Corp,"Edges damaged, some small tears on top"
1800,000,091,508356,,Halt the Hun! Buy U.S. Government Bonds,"Pictures a soldier protecting a mother and child from a ""Hun""",,,,TRUE,29.5,20,Edwards and Deutsch,Good
1800,000,091,508356,,Are You 100% American? Prove It Buy U.S. Government Bonds,"Pictures eagle with American Flags, flanked by two cannons",,,,TRUE,30,20,Sackett and Wilhelms Corp,Damaged top edge
1800,000,091,508356,,"Ring It Again, Buy U.S. Government Bonds",Picture of the Liberty Bell with Historical Crowd beneath,,,,TRUE,30,20,Sackett and Wilhelms Corp,Tears on edges
1800,000,091,508356,,"Buy Liberty Bonds ""That Government of the People, by the People, for the People Shall Not Perish from the Earth""","Quote by Abraham Lincoln, also his portrait as seen on the penny coin",,,,TRUE,30,20,American Lithographic Co,Minor damage to edges
1800,000,091,508356,,USA Bonds - Third Liberty Loan Campaign - Boy Scouts of America,Picture of a Boy Scout handing a sword to Lady Liberty,,,,TRUE,30,28,American Lithographic Co,"Damage to edges, tear bottom center"
1800,000,091,508356,,My Daddy Bought Me a Government Bond of the Third Liberty Loan Did Yours?,Young girl hugging a government bond (2 Copies),,,,TRUE,30,28,United States Printing and Lithograph,Torn edges
1800,000,091,508356,,This is What God gives us.  What are you giving so that others may live?,"Picture of foods from harvest, by WWI US Food Administration",,,,TRUE,29,21,,Good
1800,000,091,508356,,Sugar Means Ships,"Woman drinking beverage and diverting sugar ships from Europe, by WWI US Food Administration",,,,FALSE,15.5,19,The Carey Printing Company,Some discoloration
1800,000,091,508356,,"Eat More Corn, Oats, and Rye Products…",Picture of Food that US Food Administration asked people to eat during World War I (2 Copies),,,,TRUE,28.5,20.5,"Heywood, Strasser and Voight",Good
1800,000,091,508356,,Food is Ammunition - Don't Waste It,"Picture of picnic basic with a battle scene in the background, by US Food Administration in World War I (2 Copies)",,,,TRUE,29,21,"Heywood, Strasser and Voight",Edges Frayed
1800,000,091,508356,,Keep It Coming,"Quote by General John J Pershing with picture of soldiers delivering food in trucks, by US Food Administration in World War I",,,,TRUE,29,21,W F Powers Co,Edges slightly damaged
1800,000,091,508356,,Cardinal Mercler has appealed to the Food Administrative for more food for storing millions,"By US Food Administration in World War I, picture of Cardinal Mercer",,,,TRUE,28,20.5,Latham Lithograph and Printing Company,Fair
1800,000,091,508356,,L'Italia Ha Bisogno Di Carne - Frumento - Grasso and Zucchero (Italian),By US Food Administration in World War I asking Italian - American to conserve,,,,TRUE,28,20.5,Latham Lithograph and Printing Company,Edges Damaged
1800,000,091,508356,,Kos'civszko Pulawski Walczyll o Wolnos'e' w Ameryce (Russian),By US Food Administration in World War I asking Russian - American to conserve,,,,TRUE,28,20.5,Latham Lithograph and Printing Company,Edges Damaged
1800,000,091,508356,,Why Americans are keeping the Pledge to eat less Wheat and Meat,"Explanation of what America needs to conserve and why plus ways they can help,  by US Food Administration in World War I",,,,TRUE,29.75,19.75,,Tears at edges
1800,000,091,508356,,"Hunger, for three years America has fought starvation in Belgium","Picture o Mother and Children, from WWI US Food Administration",,,,TRUE,28,21,,Damage to edges
1800,000,091,508356,,Be Patriotic sign your country's pledge to save the food,"Picture of Lady Liberty reaching out for help,  by US Food Administration in World War I",,,,TRUE,29,21,W F Powers Company,Large tea at upper left corner
1800,000,091,508356,,Blood or Bread,"By US Food Administration in World War I, man holding a dying soldier",,,,TRUE,29,21,Forbes,Damaged edges
1800,000,091,508356,,Food Will Win the War: You came here Seeking Freedom You Must Now Help Preserve It.,"By US Food Administration in World War I, picture of immigrants and the Statue of Liberty",,,,TRUE,29.75,20,Rusling Wood,Top edge damaged
1800,000,091,508356,,"Save the Products of the Land, Eat more fish - they feed themselves","Fish swimming,  by US Food Administration in World War I",,,,TRUE,30,20,"Heywood, Strasser, and Voight",Top edge severely damaged
1800,000,091,508356,,"War Rages in France, We Must Feed Them","Picture of peasants in France,  by US Food Administration in World War (2 Copies)",,,,TRUE,30,20,,Edges damaged
1800,000,091,508356,,Uncle Sam Needs that Extra Shovelful,"Gives directions for conserving coal, pictures of Uncle Sam an a man shoveling coal,  by US Food Administration in World War I",,,,TRUE,27.75,20,,Tear on left side
1922,000,003,481927,09/16/1987,A Celebration of Citizenship,Drawing of the Delaware Constitution and a School house,,,,TRUE,11,16,,Damage from being folded
1922,000,003,481927,1987,The Bicentennial of the United States Constitution 1787 - 1987,Picture of founding fathers signing the Constitution (2 Copies),,,,TRUE,19,23.5,Roosevelt Paper Company,Good
1922,000,003,481927,1987,Visit the Special mobile Exhibit of the 1215 Magna Carta,"Advertising the Roads to Liberty: Magna Carta to the Constitution exhibit, picture of eagle clutching the American Flag",,,,TRUE,24,16,,Good
1922,000,003,481927,1976,1776 - Bicentennial - 1976,Text of the Constitution with an American Eagle silhouette in the background,,,,TRUE,24,36,,Excellent
1922,000,003,481927,,Blessings of Liberty,Painting by Frank E. Schoonover which includes many symbols of freedom (2 Copies and one proof),,,,TRUE,36,22,,Excellent
1922,000,003,481927,,"Fully, Freely and Entirely","Information on Delaware's ratification of the constitution, with illustration (2 Copies)",,,,TRUE,36,22,,Excellent
1922,000,003,481927,,The Signers,"Pictures, brief biographies, and signatures of the four men from Delaware who signed the Constitution (2 Copies)",,,,TRUE,36,22,,Excellent
1922,000,003,481927,,A Small State: A Delaware Chronology,Gives Chronology of events from 1786 - 1789 in Delaware History with illustrations (2 Copies),,,,TRUE,36,22,,Excellent
1922,000,003,481927,1986,Maryland and the US Constitution: The Annapolis Conventions,Text from the Constitution and Silhouette of the Maryland Capitol Building,,,,TRUE,34,21.5,,Slight damage on corners
1922,000,003,481927,1987,"Commemorating the Bicentennial of the US Constitution, 1787 - 1987",Black and White Silhouette of the American Flag,,,,FALSE,24,32,,Some scratches
1922,000,003,481927,1987,"Commemorating the Bicentennial of the US Constitution, 1787 - 1987",Text from the Constitution screened on bright watercolors,,,,TRUE,32,24,,Some damage to edges
1922,000,003,481927,1987,Delegates at the New York Convention to Ratify the Federal Constitution,"Picture of the founding fathers that ratified the Constitution, a mural",,,,TRUE,16,32,,Good
1922,000,003,481927,10/10/1987,18th Century Fair,"Advertisement for the 18th Century fair in Georgetown, DE, pictures silhouette of 2 women sewing",,,,TRUE,17,11,,Good
1922,000,003,481927,09/18/1987,Governor's Day Milton,Advertisement for Governor's Day events in Milton,,,,TRUE,17,11,,"Good, except small tear on left side"
1922,000,003,481927,12/04/1987,The Delaware Heritage Commission Presents The Delaware Symphony Orchestra,Advertisement for performances of the Delaware Symphony Orchestra (2 Copies),,,,TRUE,17,11,,Good
1922,000,003,481927,12/07/1987,First State Bicentennial Fire hall Celebration,Pictures fireman blowing a horn,,,,TRUE,20,13,,Good
1922,000,003,481927,1987,After Ratification Material life in Delaware 1789 - 1820,"Perspective view of the Country between Wilmington and Delaware, taken from the hill, southwest of the Academy",,,,TRUE,18,22,,Small holes form being posted
1922,000,003,481927,1986,Early Dutch Explorers Map,"Early map of New Netherlands, includes Delaware",,,,FALSE,29.5,21,"Holland Village, Inc",Good
1922,000,003,481927,1986,"Plans of Henry Hudson's Ship, Half Moon",Pictures and diagrams of Henry Hudson's Ship,,,,TRUE,21,30,"Holland Village, Inc",Good
1922,000,003,481927,11/1988,". . . Or Abridging the Freedom of Speech, or of the Press . . .","Woman's face with stars and stripes design, form a calendar",,,,TRUE,25,19,,Holes from being posted
1922,000,003,481927,1987,"Stamps, Classic Collectibles Available July 6",Pictures Delaware Statehood Stamp with State Seal,,,,TRUE,14,11,United States Postal Service 1987,Good
1922,000,003,481927,1987,"Delaware Blues, First in 1787, Still First in 1987",Shows three Blue Hens as members of the 1st Delaware Regiment of the Continental Army,,,,TRUE,14,11,Herman S. McNatt,Good
9270,000,001,392355,02/29/1860,Splendid Lottery,"Gen. Ref. Number 37, lottery drawn in Wilmington, Capital prize $40,000",,,,FALSE,19,7.5,,Damage from folding
9270,000,001,392355,09/13/1826,"Drawing fo the Delaware State Lottery, Third Class, for the Benefit of Newark College","Gen. Ref. Number 37, winning lottery numbers 1, 30, 17, 28",,,,FALSE,10,8,,Damage from Folding and Ink
9270,000,001,392355,12/29/1860,T. W. Fletcher and Co Licensed Veners Delaware State Single Number Lottery!,"Gen. Ref. Number 37, lottery drawn in Wilmington, Capitol prize $50,000",,,,TRUE,18.5,8.5,,"Damage to edges, damage from folding"
9270,000,001,392355,01/26/1861,Every Ticket a Prize! No Blank Tickets. C. Sikken and Company Licensed Venders,"Gen. Ref. Number 37, lottery drawn in Wilmington, Capitol prize $30,000",,,,FALSE,21,8,,Lots of Discoloration
9270,000,001,392355,10/30/1860,"$20,000! Consolidated Lottery of Delaware","Gen. Ref. Number 37, lottery drawn in Wilmington, Capitol prize $20,000",,,,FALSE,17,6,,"Very thin, damage from folding"
9270,000,001,392355,09/29/1860,"Wood, Eddy and Co's Lotteries. Grand Air Prize Scheme","Gen. Ref. Number 37, lottery drawn in Wilmington, Capitol prize $30,000",,,,FALSE,19.5,7.5,,"Very thin, some discoloration"
9270,000,001,392355,10/27/1860,Every Ticket a Prize' No Blank Tickets! Grand All-Prize Scheme,"Gen. Ref. Number 37, lottery drawn in Wilmington, Capitol prize $30,000",,,,FALSE,21,8.5,,Folding Damage
9270,000,001,392355,07/21/1860,Every Ticket a Prize' No Blank Tickets! Grand All-Prize Scheme,"Gen. Ref. Number 37, lottery drawn in Wilmington, Capitol prize $30,000",,,,FALSE,21,8.5,,Good except folding marks
9270,000,001,392355,10/27/1860,"Wood, Eddy and Co's Lotteries. Delaware State Single Number Lotteries!","Gen. Ref. Number 37, lottery drawn in Wilmington, Capitol prize $50,000",,,,TRUE,19,8.5,,Folding Damage
9270,000,001,392355,11/22/1862,"60 Prizes of $1,000 Delaware State Lottery","Gen. Ref. Number 37, lottery drawn in Wilmington, Capitol prize $30,000",,,,FALSE,24,7,,Folding Damage
9270,000,001,392355,01/26/1861,W. Nason and Co Licensed Venders Delaware State Single Number Lottery,"Gen. Ref. Number 37, lottery drawn in Wilmington, Capitol prize $50,000",,,,FALSE,19,8.5,,Folding Damage
9270,000,001,392355,03/30/1861,Every Ticket a Prize! No Blank Tickets,"Gen. Ref. Number 37, lottery drawn in Wilmington, Capitol prize $35,000",,,,FALSE,21,8,,Fair
9270,000,001,392355,04/1861,"Delaware, Missouri and Kentucky State Lotteries","Gen. Ref. Number 37, gives information on how the lotteries work",,,,TRUE,10.5,8.5,,Damage from folding
9270,000,001,392355,11/16/1825,Drawing of the Washington Canal and St. Peter's Church,"Gen. Ref. Number 37, gives results 6.20.35.1.13 and break down of winning possibilities",,,,FALSE,9.5,8,,Fair
9270,000,001,392355,10/27/1860,"Wood, Eddy and Co's Lotteries. Delaware State Single Number Lotteries!","Gen. Ref. Number 37, lottery drawn in Wilmington, Capitol prize $50,000",,,,TRUE,19,8,,Folding Marks
9270,000,001,392355,03/25/1861,Bangs and Co. Licensed Venders Lottery for the Benefit of the State of Delaware,"Gen. Ref. Number 37, lottery drawn in Wilmington, Capitol prize $26,000",,,,FALSE,19,8,,Folding Marks
1800,000,091,508356,,"Ring Me Again, Third Liberty Loan - Door Hanger",Picture of the Liberty Bell,,,,TRUE,11,8,,Good
1800,000,091,508356,1917,"Second Liberty Loan of 1917, Buy a Bond",Picture of U.S. Treasury,,,,TRUE,14,10,,Good
1800,000,091,508356,1918,"Can Vegetables, Fruit, and the Kaiser Too","Picture of vegetables in jars and the Kaiser in a can, by WWI National War Garden Commission",,,,TRUE,20,14,,Good
1800,000,091,508356,1918,Sow the Seeds of Victory! Plant and Raise your own Vegetables,"Lady Liberty planting seeds, by Wwi National War Garden Commission",,,,TRUE,22,14,,Some discoloration at top
1800,000,091,256476,,Emergency Food,Symbol of Emergency Food in WWII,,,,TRUE,16,1,,"Tear at top center, very discolored"
1800,000,091,256476,,Staff Corps,Symbol of Staff Corps in WWII,,,,TRUE,16,16,,"Tear at top center, edges discolored"
1800,000,091,256476,,Drivers Corps,Symbol of Drivers Corps in WWII,,,,TRUE,16,16,,Edges damaged
1800,000,091,256476,,Auxiliary Fireman,Symbol of Auxiliary Fireman in WWII,,,,TRUE,16,16,,Edges discolored
1800,000,091,256476,,Air Raid Warden,Symbol of Air Raid Warden in WWII,,,,TRUE,16,16,,Edges discolored
1800,000,091,256476,,Auxiliary Police,Symbol of Auxiliary Police in WWII,,,,TRUE,16,16,,Edges discolored
1800,000,091,256476,,New Air Raid Warning System,Illustrates the various signals used in case of an Air Raid in WWII,,,,TRUE,20,28,U S Government Printing Office,Damage from folding
1800,000,091,256476,1940,C. A. P. Coastal Patrol 2,Blue Hen Bombing a Nazi Submarine C 1940's,,,,TRUE,11,11,,Tear on right side
1800,000,091,395167,,They are Looking to Us for Help. Are You one of Us?,"By Red Cross, Europeans looking to America for help",,,,TRUE,36,56,"Lattam Litho and Ptg Co Brooklyn, NY","Large tear form right side, severe damage to edges"
1800,000,091,395167,,They Are Giving All.  Will You Send Them Wheat?,"By US Food Administration, Picture of Troops running into battle",,,,TRUE,36,56,W. F. Powers Co New York,Severly damaged - in Mylar
1800,000,091,395167,,To Make the World a Decent Place to live In,"Advertisement for Third Liberty Loan, Troops in trenches",,,,TRUE,36,56,"Niagara Litho Co Brooklyn, NY","Damage to edges, damage from folding"
9200,P05,004,409363,,"Kodak, as you go",A maid hands her boss a black case as he sits in his Rolls Royce (Print double-sided),,,,TRUE,12.5,9,,Slightly damaged
9200,P05,004,409363,,Fantima - A Sensible Cigarette,"Painting of an attractive man smoking, described as the cigarette of ""Big"" men (Print double sided)",,,,TRUE,12.5,9,,Small small tears
9200,P05,004,409363,,,"Brunette Woman in a large pink dress, a fashion picture (Print is double sided)",,,,TRUE,11,8.5,,Slightly damaged
9200,P05,004,409363,,Off to the Country for a Carefree Summer with a Complete Equipment of Fisk Tires,Family of five near the back of their car looking at their tires (Print is double-sided),,,,TRUE,11,8.5,,Slightly damaged
9270,000,001,486520,06/11/1865,Roll of Missing Men Number 1,"Gen. Ref. No. 345, roll of men missing due to the Civil War, arranged by state",,,,FALSE,23,16,,Damage from being folded
9200,P05,000,409534,,Just Bunk!!,Denouncing 5 claims made by Governor Bunk over Major Civil accomplishments,,,,FALSE,24,17.5,,Serious damage to edges and folding marks
9200,P05,000,409534,09/11/1936,Democratic County Primary Election for Sussex County,"Announces time, date, and offices for election (3 Copies)",,,,TRUE,21.5,12,,"Damage to edges, folding marks"
9200,P05,000,409534,10/31/1936,The Sussex-Kent Democratic Victory Rally,"Announcing time, date, and location of the rally",,,,FALSE,18,12,,Marks from folding
9200,P05,000,409534,09/14/1934,Democratic County Primary Election for Sussex County,Announcing date and offices for election,,,,FALSE,22,13,,Marks from folding
9200,P05,000,409534,09/01/1930,Democratic Primary Election Notice,"Announcement of all elections time, date, and location for U.S. Senator, Congressmen, and other offices",,,,FALSE,15,10.5,,Fair
9200,P05,000,409534,03/28/1932,Republican Delegate meetings for Sussex County,Announces times and locations for Republican delegate meetings,,,,FALSE,20,13,,"Damaged form folding, some tears"
9200,P05,000,409534,10/07/1936,"""We Are There To Stay""",Copy of an editorial written by Ex-Congressman Robert G. Houston of Georgetown,,,,FALSE,16,8,Dover State Sentinel,Some small tears
9200,P05,000,409534,10/22/1936,From top to bottom . . . A ticket for A-L-L the People,"Information on th edemocratic nominees, includes Franklin D. Roosevelt",,,,FALSE,36,21,,Folding damage
9026,000,001,508343,,,"Swedes landing at The Rocks, present-day Wilmington, 1638.  From painting by Robert Goodier.  Permission to reproduce must be given by PNC Bank.",,,,TRUE,"11""","17""",Bank of Delaware,
1800,000,091,256476,1943,Chemical Warfare Agents,"Reference and Training Chart prepared by U. S. Office of Civilian Defense, January 1943.  Lists name of agents, nickname, methods of dissemination, persistency, odor, released form, physiological effect, protection, decontamination, and self-aid.",,,,FALSE,16,14,,Good
9026,000,001,508339,1987,"Delaware Blues, First in 1787, Still First in 1987",Three Revolutionary War chickens,,,,TRUE,14,11,Herman S. McNatt,Good
1325,003,233,508357,05/22/1993,Chesapeake and Delaware Canal Celebration,"Advertisement for historical tours, entertainment, boat trips, picnics, and museum.  At Chesapeake City, Delaware City, and St. Georges.  Has illustration of the steamer, Penn, on the canal.  Sponsered by the Delaware Heritage Commission.",,,,FALSE,11,17,Delaware Heritage Commission,
9026,000,001,508343,1740-1780,,"Thomas Dawson farm, Dover, near current South State Street and U.S. 13 (2 copies)",,,,TRUE,11,17,,Excellent
9026,000,001,508350,,"Parson Thorne Mansion, Milford, Delaware - around 1900","pen and ink drawing of the front of the Parson Thorne Mansion, Milford.  By J. Caldwell.",,,,FALSE,"11""","17""",,"Good, acidic backing"
9270,007,001,513346,1982,"Historic Milton, 1807-1982","Beer's Atlas map in center with illustrations of town buildings and events around it.  They include Draper-Adkins House, James Ponder Mansion, David Hazzard Mansion, Joseph Carey Mansion, Jones - the Holly Wreath Man, Goshen Methodist church",,,,FALSE,23,18,,Good
9270,007,001,513346,1980,"Delaware Agricultural Museum Grand Opening, August 16, 1980","""Picking Peaches in Delaware"" illustration from 1878 Harper's Weekly at top.  Signed by Edward F. Evans, president of Board of Trustees.  Poster is number 64 of 300.  Also included with the poster is a program and ticket for the grand opening.",,,,FALSE,20,16,,Good
1325,003,231,508352,1988,Coast Day,"Advertisement for Coast Day presented by the University of Delaware Sea Grant College Program and the College of Marine Studies.  Features the 1776 W. Faden map of the Delaware Bay, a nautical clock, and sea shells",,,,FALSE,"16""","24""",,Good
9026,000,001,508343,1982,Buena Vista,"Pen and ink drawing of Buena Vista, former home of Governor C. D. Buck, now a state conference center.  Print #50 of 150.  signed by artist",,,,FALSE,"15""","24""",,some light damage
1325,000,231,508329,03/10/1944,Registration Notice,Lists the days and hours the Board of Registration for Sussex County will be in its office to register voters for the next general election.,,,,FALSE,"11""","14""",,Good
9026,000,001,508341,1986,"Kalmar Kychel, 1638-1988",Drawing of the ship.  Has table with the ship dimensions,,,,FALSE,24,22,Kamar Nyckel Foundation,Good
1325,003,233,508357,2008,Visit the Kalmar Nyckel,"Advertizement for tours from Dravo Plaza, Wilmington.  Insets include illustrations of the Kalmar Nyckel, New Sweden map, Swedes landing, and a log cabin",,,,TRUE,17,11,Associates Graphic Services,Good
1325,003,231,508352,,The Governor's Awards for the Arts 1981,Signed by L. C. Webster,,,,TRUE,20,30,,Good.  2 small stains
1325,003,233,508352,1982,Discarded Treasures: The Archaeology of the Mendenhall Privay,"Advertisement for traveling exhibit at Old Town Hall, Wilmington; Visitors Center, Dover; and Old College Gallery, University of Delaware.  Mounted",,,,TRUE,26,22,,Good
1325,003,233,508354,7/22/1981,Pennsylvania Ballet.  Behind the Scenes.,"A discussion and demonstration by Dane La Fontsee with dancers from the company.  Rehoboth Convention Center, July 22, 1981.  mounted",,,,TRUE,28,22,Charles Printing,Good but with wrinkles
1325,003,233,516500,1951,no caption,Artwork depicting a group of Dutch men and women dancing around a windmill.  Used for the New Castle Tercentenary celebration.  Poster came from Holland.  Mounted,,,,TRUE,31.75,23.5,,Fair
9026,000,001,508350,,"East End Light, Lewes, Delaware",Sun behind the top of the lighthouse,,,,TRUE,18,24,Kevin Fleming,good condition
9026,000,001,508348,1969,,"Octagonal School, Cowgill's Corner",,,,FALSE,8,10,12,"good, glued to acidic back board"
9026,000,001,508343,,,Red fox.  From photograph by Kevin Fleming.  Used in Wild Delaware book.  Autographed by Fleming.,,,,TRUE,9,12,Portfolio Books,Good
9026,000,001,508343,,,Snow geese.  From photograph by Kevin Fleming.  Used in Wild Delaware book.  Autographed by Fleming.,,,,TRUE,9,12,Portfolio Books,Good
9026,000,001,508343,,,Great egrets.  From photograph by Kevin Fleming.  Used in Wild Delaware book.  Autographed by Fleming.,,,,TRUE,9,12,Portfolio Books,Good
9026,000,001,508343,,,Great egrets at sunrise/sunset.  From photograph by Kevin Fleming.  Used in Wild Delaware book.  Autographed by Fleming.,,,,TRUE,9,12,Portfolio Books,Good
1325,003,147,508686,1997,"Fort Delaware, Arrival of the Vicksburg Prisoners, Fort Delaware, June 1863",Confederate soldiers marching from a steamboat in front of Fort Delaware,,,,TRUE,35,23,Delaware State Parks,Good
1325,003,147,520361,2009,Delaware Archaeology Month 2009,The Game of Goose.  2 copies.,,,,TRUE,"24""","18""",,Good
1325,003,147,520361,2008,The 17th Century in Delaware,"Photos of archaeology at Avery's Rest in Sussex County, including Daniel Griffith.  Archaeology Month May 2008.  2 copies.",,,,TRUE,"24""","18""",,Good
1325,003,147,520361,2007,Delaware Archaeology Month,Illustrations and photos relating to the Lewes Maritime Archaeology Project.  3 copies.,,,,TRUE,"24""","18""",,Good
1325,003,147,520361,2006,"Wheels of Fortune, Delaware Mills, Archaeology Month","Photos of Greenbank Mill, Elsmere; Cubbage Mill, Milford; Abbott's Mill, Milford; and Cooch-Dayett Mill, Cooch's Bridge.  2 copies.",,,,TRUE,"24""","18""",,Good
1325,003,147,520361,2005,Delaware Archaeology Month May 2005.  Finding Clues to the Past at Lums Pond State Park,Photos of archaeology at Lums Pond with illustration of Indian village.  2 copies.,,,,TRUE,"24""","18""",,Good
1325,003,147,520361,2004,"Delaware Archaeology Month, May 2004.  Soil Holds Our Past.  Museums Present Our Story.","Photos of china from the Thomas Mendenhall house site, Wilmington, New Castle Courthouse Museum, Delaware Archaeology Museum, Zwaanendael Museum, Delaware Archaeology    Collections, and John Dickinson Plantation.  4 copies.",,,,TRUE,"24""","18""",,Good
1325,003,147,520361,2003,Archaeology Science -Art - Discovery,Photos of various aspects of archaeology.  Delaware Archaeology Month May 2003.  4 copies.,,,,TRUE,"24""","18""",,Good
1325,003,147,520361,2002,"Exploring Delaware's Past, Delalaware Archaeology Month May 2002",Archaeology of the Wilmington Riverfront.  Birds-eye view of Christina River area with insets of archaeological features.  2 copies.,,,,TRUE,"24""","18""",,Good
1325,003,147,520361,2001,"Exploring Delaware's Past, Delalaware Archaeology Month May 2001","""The Earth is our Mother . . . That which We put into the Ground, She returns to Us.  2 copies.",,,,TRUE,"24""","18""",,Good
1325,003,147,520361,2000,"Exploring Delaware's Past, Delalaware Archaeology Month May 2000","Fort Delaware State Park, Pea Patch Island.  Map of island with insets of historic photos and archaeology.  2 copies.",,,,TRUE,"18""","24""",,Good
1325,003,147,520361,1999,"Exploring Delaware's Past, Delalaware Archaeology Month May 1999","Blue Ball Tavern, Brandywine Hundred.  Illustration of tavern with photos of artifacts and dig site.  4 copies.",,,,TRUE,"24""","18""",,Good
1325,003,147,520361,1998,"Exploring Delaware's Past, Delalaware Archaeology Week","Sunlight through forest with insets of archaeology digs.  Cauffiel Estate, Bellevue State Park.  2 copies.",,,,TRUE,"28""","22""",,Good
1325,003,147,520361,2005,Finding Clues to the Past at Lums Pond State Park,Delaware Archaeology Month.  Illustration of Indian family and storage pit.  Pictures of excavation site.  2 copies,,,,TRUE,24,18,,"Good, tear at bottom"
,,,,,,,,,,FALSE,,,,
1325,003,147,508686,,Delaware Small Wonder. Nemours Mansion and Gardens,"View of Nemours Mansion and formal gardens, New Castle County.  Ca. 1987",,,,TRUE,22,31,Delaware Tourism Office,
1325,003,147,508686,,"Delaware Small Wonder. Legislative Hall, Dover",View of Legislative Hall cupola with sun visible through windows.  Ca. 1987.,,,,TRUE,22,31,Delaware Tourism Office,
1325,003,147,508686,,"Delaware Small Wonder, Caesar Rodney, Wilmington - New Castle County",Caesar Rodney statue on Rodney Square with spire of First Presbyterian Church in background.  Photo by Kevin Fleming for the Tourism Office.,,,,FALSE,31,22,Delaware Tourism Office,
9026,000,001,508340,1897,To all Whom it may Concern Know Ye that George F. Wilson,"Civil War soldier's memorial listing the battles he participated in.  Company D, 3rd Regiment Delaware Volunteer Infantry.",,,,TRUE,30,22,"The Easel Monument Association, Chicago, Illinois","Some damage to edges, hole"
1325,003,233,508354,1969,"Discover Wonderful Delaware, Delmarva Chicken Festival",Advertisement for special steam train to Delmarva Chicken Festival in Seaford,,,,FALSE,16,7,,"Fair, with stains, yellowing"
1325,003,231,508330,May 4 [1932],"Democratic ""Booster Club"" Meeting",Meeting at Kent County Court Room with Honorable James A. Farley as speaker,,,,FALSE,20,12,,Good
9026,000,001,547940,,Claymont Stone School,"pen and ink drawing of the Claymont Stone School without cupola, by Bill Tigani.  #131/300",,,,FALSE,11,14,,Good
9026,000,001,547940,,Claymont Stone School,color print of the Claymont Stone School with cupola and the neighboring Darby House,,,,TRUE,23,32,,
9026,000,001,508343,1949-1950,"This Certifies That Volta Rayne is a Past Pocahontas in good standing of the Degree of Pocahontas, Improved Order of Red Men having duly served as Pocahontas of Agita Council No. 19 Hunting Grounds of Selbyville under the jurisdiction of the Great…","Certificate for Volta Rayne, Degree of Pocahontas, Improved Order of Red Men",,,,TRUE,"11""","14""",,Good
9026,000,001,508339,1777,"The Battle of Cooch's Bridge, Newark, New Castle County, September 3, 1777",British troops on road in front of the Cooch House being attacked by American forces,,,,TRUE,"11""","14""",Wilmington Trust,Good
9026,000,001,508339,1776,"Delaware Infantrymen Oppose British Guns at Lewes, Sussex County, April 7, 1776","American troops on beach with small ship, Cape Henlopen Lighthouse in background",,,,TRUE,"11""","14""",Wilmington Trust,
9026,000,001,508339,1776,"Early Naval Battle of the Revolution Offshore at Wilmington, New Castle County, May 8, 1776",American troops in two rowboats attacking two British ships,,,,TRUE,"11""","14""",Wilmington Trust,
9026,000,001,508339,1776,"Caesar Rodney of Kent County and His Historic Arrival at Independence Hall, July 2, 1776","Caesar Rodney on horseback in front of Independence Hall, crowd around him",,,,TRUE,"11""","14""",Wilmington Trust,
9026,000,001,508339,1776,The Delaware Blues 1776,Delaware soldier in uniform with musket,,,,TRUE,"11""","14""",Wilmington Trust,
1325,003,229,508359,08/04/2018,Delaware Public Archives First Saturday posters promoting topics and speakers on various subjects held on the first Saturday of each month,"Colonial Contagion: Small Pox and the American Revolution, presented by Stephanie Holyfield, Professor of American History at Wesley College. This presentation explored the Small Pox outbreak during the American Revolution",,,,TRUE,"24 ""","18""",Delaware Public Archives,Good
1325,003,229,508359,09/01/2018,Delaware Public Archives First Saturday posters promoting topics and speakers on various subjects held on the first Saturday of each month,"What is Trench Art?, presented by Mike Leister, former Director of the Dover Air Mobility Command Museum. This presentation was in tengence with Delaware and the Great War exhibit which included trench art from World War I",,,,TRUE,"24 ""","18""",Delaware Public Archives,Good
1325,003,229,508359,10/06/2018,Delaware Public Archives First Saturday posters promoting topics and speakers on various subjects held on the first Saturday of each month,"Preserving Documents, Photographs, and Digital Memories, presented by Connor Graham, archivist from the Delaware Public Archives.",,,,TRUE,"24 ""","18""",Delaware Public Archives,Good
