Last Name,First Name,Middle,Prefix/Suffix,Comments,Started Serving,Ended Serving,Elected,GA #,District,County,Party,Office,Position,Ref,Barcode
Betts,Mahlon,,,Conrad says 1844,1845,1846,,,,NC,,State Senator,,"Journal, Conrad p. 265",
Betts,Mahlon,,,,1847,1848,,,,NC,,State Senator,,,0
Betts,Samuel,F.,,,1855,1861,,,5,NC,,Wilmington City Council,,RG5100 Box 1,131598
Betts,Edward,,Esq.,,1856,1860,,,3,NC,,Wilmington City Council,,RG5100 Box 1,131598
Betts,Edward,,,,1861,1862,,,,NC,,State Representative,,,
Betts,Samuel,F.,,,1865,1868,,,5,NC,,Wilmington City Council,,RG5100 Box 1,131598
Betts,Edward,,,,1881,1882,,,,NC,,State Senator,,,
Betts,Edward,,,,1883,1884,,,,NC,,State Senator,,,0
Betts,I.,W.,,,1923,1924,,99,5,KC,D,State Senator,,,
Betts,I.,W.,,,1925,1926,,100,5,KC,,State Senator,,,0
Betts,Elmer,L.,,,1957,1958,,119,6,KC,D,State Representative,,,
Betts,Elmer,L.,,,1959,1960,,120,6,KC,D,State Representative,,,
Bewley,John,H.,,,1863,1864,,,,KC,,State Representative,,,
Bewley,John,H.,,,1865,1866,,,,KC,,State Senator,,,
Bewley,John,H.,,,1867,1868,,,,KC,,State Senator,,,0
Bickta,August,,,,1872,1876,,,3,NC,,Wilmington City Council,,RG5100 Box 1,131598
Biddle,Jacob,,,,1832,1835,,,,,,State Auditor,,"Journal, Conrad p. 260",
Biddle,Alexander,M.,Esq.,,1835,1840,,,,NC,,State Representative,,,
Biddle,Alexander,M.,Esq.,,1853,1854,,,,NC,,State Representative,,,
Biddle,Samuel,,Esq.,,1855,1856,,,,NC,,State Representative,Speaker,,
Biden,Joseph,R.,Jr.,,1973,1983,,,,,D,US Senator,,,
Bierlin,George,T.,,,1939,1940,,107,11,NC,R,State Representative,,,
Bierlin,George,,,,1951,1953,,,,,,Chief Clerk of the House,,,0
Biggs,Sewell,C.,,Conrad says 1854,1855,1855,,,,NC,,State Senator,,"Journal, Conrad p. 265",
Biggs,Benjamin,T.,,,1868,1872,,,,,,US Representative,,Conrad p. 261,0
Biggs,Sewell,C.,Esq.,,1871,1872,,,,NC,,State Representative,Speaker,,
Biggs,William,P.,Esq.,,1875,1876,,,,NC,,State Representative,,,
Biggs,John,,,,1887,1892,,,,,,Attorney General,,,
Biggs,Benjamin,T.,,,1887,1892,,,,NC,D,Governor,,,
Biggs,William,P.,,,1889,1890,,,,NC,,State Representative,,,
Biggs,William,,,,1939,1940,,107,10,KC,R,State Representative,,,
Bilderback,George,L.,,,1909,1913,,,9,NC,,Wilmington City Council,,RG5100 Box 1,131598
Billop,Christopher,,,,1677,1681,,,,,,English Rule Govenor,,Conrad p. 256,0
Binder,George,E.,,1946 Special Session,1945,1946,,110,4,NC,R,State Senator,,,
Binder,George,E.,,1946 Special Session,1947,1948,,114,4,NC,,State Senator,,,0
Bird,John,,,,1800,1800,,,,NC,,State Senator,,"Journal, Conrad p. 264",
Bird,John,,,Maxwell replaced him in 1801,1801,1801,,,,NC,,State Senator,,"Journal, Conrad p. 264",0
Bird,John,,,,1802,1802,,,,NC,,State Senator,,"Journal, Conrad p. 264",0
Bird,John,,,,1803,1803,,,,NC,,State Senator,,"Journal, Conrad p. 264",0
Bird,John,,,,1804,1804,,,,NC,,State Senator,,"Journal, Conrad p. 264",0
Bird,John,,,,1806,1810,,,,NC,,State Representative,,,
Bird,Thomas,,Esq.,,1875,1878,,,,NC,,State Representative,,,
Bird,Charles,D.,,,1903,1905,,,,NC,,Mayor; Wilmington,,RG5100 Box 1,131598
Bird,Samuel,B.,,1944 Special Session,1943,1944,,109,7,NC,R,State Representative,,,
Bird,Samuel,B.,,,1945,1946,,110,7,NC,R,State Representative,,,
Bird,Samuel,B.,,,1946,1946,,110,7,NC,,State Representative,,,0
Birmingham,Richard,,,,1714,,,,,,,Chief Justice,,,
Birowski,John,S.,,,1923,1927,,,11,NC,,Wilmington City Council,,RG5100 Box 1,131598
Bishop,Risdon,,,"History of Delaware 16091888, by T Scharf",1795,1800,,,,,,,,,0
Black,James,,,,1792,1792,,,,NC,,State Representative,,,
Black,James,,,,1794,1795,,,,NC,,State Representative,,,
Black,Samuel,H.,,,1810,1812,,,,NC,,State Representative,,,
Black,James,R.,,,1811,1811,,,,NC,,State Representative,,,
Black,Samuel,H.,,,1812,1812,,,,NC,,State Senator,,,
Black,Samuel,H.,,,1813,1813,,,,NC,,State Senator,,,0
Black,Samuel,H.,,,1814,1814,,,,NC,,State Senator,,,0
Black,Samuel,H.,,,1815,1815,,,,NC,,State Senator,,,0
Black,Samuel,H.,Esq.,,1816,1817,,,,NC,,State Representative,,,
Black,Samuel,H.,Esq.,,1818,1818,,,,NC,,State Senator,,,
Black,Samuel,H.,Esq.,,1819,1819,,,,NC,,State Senator,,,0
Black,Samuel,H.,Esq.,,1820,1820,,,,NC,,State Senator,,,0
Black,Samuel,H.,Esq.,,1821,1822,,,,NC,,State Senator,,,0
Black,Samuel,H.,Esq.,,1822,1822,,,,NC,,State Senator,,,0
Black,Samuel,H.,Esq.,,1823,1827,,,,NC,,State Representative,,,
Black,Samuel,,,,1823,1824,,,,NC,,State Representative,,,0
Black,Samuel,H.,Esq.,,1824,1825,,,,NC,,State Representative,,,0
Black,Samuel,,,,1825,1826,,,,NC,,State Representative,,,0
Black,James,R.,Esq.,,1826,1826,,,,NC,,State Representative,,,
Black,Samuel,,,,1827,1827,,,,NC,,State Representative,,,0
Black,Robert,M.,Esq.,,1841,1842,,,,NC,,State Representative,,,
Black,John,,,,1931,1933,,,7,NC,,Wilmington City Council,,RG5100 Box 1,131598
Black,Martin,L.,,,1947,1948,,114,10,SC,R,State Representative,,,
Blackeston,Ebenezer,,,,1794,1794,,,,KC,,State Representative,,,
Blackiston,Ebenezer,,,,1824,1826,,,,,,State Auditor,,Conrad p. 260,
Blackiston,Benjamin,F,,"History of Delaware 16091888, by T Scharf",1876,1878,,,,,,,,,0
Blackstone,William,F.,,,1911,1912,,,5,SC,D,State Senator,,,
Blackstone,William,F.,,,1913,1914,,,5,SC,,State Senator,,,0
Blackstone,Ernest,C.,,,1937,1939,,,,,,State Auditor,,,
Blackstone,Ernest,C.,,,1937,1939,,,,,,Treasurer,,,
Blades,Harlan,R.,,,1941,1942,,108,9,KC,D,State Representative,,,
Blaine,Charles,H.,,,1901,1903,,,,NC,,Wilmington City Council,President 1901-1903,RG5100 Box 1,131598
Blake,William,H.,,,1879,1887,,,3,NC,,Wilmington City Council,,RG5100 Box 1,131598
Blakely,Webster,,,,1899,1900,,,,NC,,State Senator,,,
Blakely,Webster,,,,1901,1902,,,,NC,,State Senator,,,
Blakely,Sheila,A.,,,1983,1987,,,,,,Sussex County Justice of the Peace,,,
Blendt,Ernest,V.,,,1941,1942,,108,1,KC,D,State Representative,,,
Blendt,George,M.,,,1949,1950,,115,1,KC,D,State Representative,,,
Blendt,Ernest,V.,,,1953,1954,,117,1,KC,D,State Representative,,,
Blendt,Carlton,,Jr.,,1961,1962,,121,15,NC,D,State Representative,,,0
Bleyer,Henry,,,,1849,1854,,,1,NC,,Wilmington City Council,,RG5100 Box 1,131598
Bleyer,Henry,,,,1860,1863,,,1,NC,,Wilmington City Council,,RG5100 Box 1,131598
Blunt,Theodore,,,,1985,1992,,,1,NC,,Wilmington City Council,President 1985-1992,RG5100 Box 1,131598
Blunt-Bradley,Lisa,L.,,,2001,,,,,,,"Director, State Personnel",,,
Boddy,Stephen,,,,1850,1854,,,,NC,,Alderman; Wilmington,,RG5100 Box 1,131598
Bodenstedt,William,,,,,1961,,,,NC,,Unemployment Compensation Commission,,,0
Boggs,J.,Caleb,,,1946,1952,,,,,,,,,
Boggs,James,Caleb,,,1953,"1957, 1960",,,,NC,R,Governor,,,
Boggs,J.,Caleb,,,1961,1973,,,,,,,,,
Boggs,James,C.,,,1961,,,,,,,US Senator,,Journal,
Bonham,Harry,L.,,1932 Special Session,1932,1932,,103,9,NC,R,State Representative,,,
Bonham,Harry,L.,,1934 Special Session,1934,1934,,104,9,NC,R,State Representative,,,
Bonini,Colin,R. J.,,,1995,1996,,138,16,KC,R,State Senator,"Intern, U.S. Dept. of State American Embassy, etc.",,
Boone,Jacob,,Esq.,,1819,1820,,,,KC,,State Representative,,,
Boone,Jacob,,Esq.,,1835,1836,,,,KC,,State Representative,,,
Booth,James,,,,1776,1793,,,,,,Chief Clerk of the House,,,0
Booth,James,,,1st name found in Conrad,1778,1799,,,,,,Secretary of State,,Conrad p. 259,
Booth,John,,Esq.,,1818,1820,,,,KC,,State Representative,,,
Booth,John,,Esq.,,1824,1825,,,,KC,,State Representative,,,
Booth,John,,Esq.,,1828,1829,,,,KC,,State Representative,,,
Booth,John,,Esq.,,1831,1832,,,,KC,,State Representative,,"Journal, Conrad p. 265",
Booth,James,,,Replaced William Read,1832,1832,,,,,,State Senator,,,0
Booth,James,,,Took over for William T. Read who resigned,1832,1833,,,,NC,,US Senator,,Journal,
Booth,James,,,,1833,,,,,,,Governor,,,
Booth,James,,,,1833,1833,,,,NC,,State Senator,,,0
Booth,William,,Esq.,,1835,1838,,,,NC,,State Representative,,,
Booth,James,,Jr.,,1841,,,,,,,Chief Justice,,,
Booth,William,,Esq.,,1843,1844,,,,NC,,State Representative,,,
Booth,Joseph,,Esq.,,1867,1868,,,,KC,,State Representative,,,
Booth,William,A.,,,1966,1988,,,,,,Sussex County Justice of the Peace,,,
Bostick,Charles,W.,,,1953,1954,,117,8,KC,D,State Representative,,,
Bostick,Charles,W.,,,1955,1956,,118,8,KC,D,State Representative,,,
Boulden,Levi,,,,1807,1809,,,,NC,,State Representative,,,
Boulden,Levi,,Esq.,,1824,1824,,,,NC,,State Representative,,,
Boulden,Levi,,,Elected November 1828,1828,1828,,,,NC,,State Senator,,,
Boulden,Levi,,,,1829,1829,,,,NC,,State Senator,,,0
Boulden,Benjamin,,,,1832,1832,,,,NC,,Wilmington City Council,,RG5100 Box 1,131598
Boulden,Nathan,,Esq.,,1839,1840,,,,NC,,State Representative,,,
Boulden,Nathan,T.,,,1851,1852,,,,NC,,State Representative,,,
Bounds,Jacob,,Esq.,,1847,1848,,,,SC,,State Representative,,,
Bounds,Jacob,,,,1867,1868,,,,SC,,State Senator,,,
Bove,Januar,D.,,,1959,1963,,,,,,Attorney General,,,
Bowcomb,Peter,,,"History of Delaware 16091888, by T Scharf",1680,1684,,,,,,,,,0
Bower,Lewis,A.,,,1887,1889,,,5,NC,,Wilmington City Council,,RG5100 Box 1,131598
Boyce,Abraham,,,,1856,,,,,NC,,State Senator,,Conrad p. 265,0
Boyce,James,H.,Esq.,,1861,1862,,,,SC,,State Representative,,,
Boyce,James,H.,,,1887,1891,,,,,,State Auditor,,"Journal, Conrad p. 260",
Boyce,William,H.,,,1897,1897,,,,,,Secretary of State,,Conrad p. 260,
Boyce,David,Harley,,,1904,1904,,,,SC,,State Senator,,,0
Boyce,David,Harley,,,1905,1906,,,90,SC,,State Senator,,,
Boyce,David,Harley,,,1907,1908,,,91,SC,,State Senator,,,0
Boyce,W.,Truxton,,,1917,1918,,96,9,NC,D,State Representative,,,
Boyce,William,H.,,,1922,1924,,,,,,,,,
Boyce,Charles,D.,,,1935,1935,,105,,SC,,State Representative,,,0
Boyce,Charles,D.,,1936 Special Session,1936,1936,,105,4,SC,,State Representative,,,0
Boyce,Charles,D.,,,1937,1938,,106,4,SC,,State Representative,,,0
Boyce,William,D.,,,1949,1951,,,,,,Treasurer,,,
Boyer,Albert,S.,,,1941,1942,,108,15,NC,D,State Representative,,,
Boykin,Marybeth,T.,,,1983,1984,,,,NC,R,,,,
Boys,Abraham,,Esq.,,1837,1838,,,,NC,,State Representative,,,
Boys,Abraham,,,,1847,1851,,,1,NC,,Wilmington City Council,,RG5100 Box 1,131598
Boys,Abraham,,,,1851,1852,,,,NC,,State Representative,,,
Boys,Abraham,,,,1862,1865,,,2,NC,,Wilmington City Council,,RG5100 Box 1,131598
Bradford,James,,,,1856,1859,,,2,NC,,Wilmington City Council,,RG5100 Box 1,131598
Bradford,James,,Esq.,,1867,1868,,,,NC,,State Representative,,,
Bradford,Edward,G.,Jr.,,1881,1882,,,,NC,,State Representative,,,
Bradford,Edward,G.,Jr.,,1909,1910,,,7,NC,,State Representative,,,
Bradford,Edward,G.,Jr.,,1913,1914,,,7,NC,,State Representative,,,
Brady,John,S.,,Removed from City 1857,1854,1857,,,1,NC,,Wilmington City Council,,RG5100 Box 1,131598
Brady,Walter,J.,,Deceased in 1968 and was replaced by John Sheridan in the 94th Session,1957,1968,,,7,NC,,Wilmington City Council,,RG5100 Box 1,131598
Brandenberg,Richard,L.,,,1986,,,,,,,New Castle County Justice of the Peace,,,
Brasure,Isaiah,J.,,2 year term,1899,1900,,,,SC,,State Senator,,,
Brasure,Isaiah,J.,,,1901,1902,,,,SC,,State Senator,,,0
Brasure,Isaiah,J.,,,1903,1904,,,,SC,,State Senator,,,0
Brewer,Wayne,C.,,,1929,1930,,102,9,NC,,State Representative,,,
Bright,William,,,,1869,1871,,,,NC,,Wilmington City Council,President 1869-1871,RG5100 Box 1,131598
Brinckle,Joshua,G.,,,1819,1821,,,,KC,,State Representative,,,
Brinckloe,Joshua,Gordon,,,1814,1815,,,,,,Chief Clerk of the House,,,0
Brinckloe,John,,,,1823,1823,,,,KC,,State Representative,,,
Brinckloe,John,,,,1827,1828,,,,KC,,State Senator,,,
Brinkle,Joshua,,,,1820,1821,,,,KC,,State Representative,,,0
Brinkloe,John,,,,1826,1826,,,,KC,,State Representative,,,
Brinkloe,John,,,,1836,1836,,,,,,Secretary of State,,Conrad p. 259,
Brinkloe,John,P.,Esq.,,1837,1840,,,,SC,,State Representative,,,
Brinkloe,John,P.,Esq.,,1839,1840,,,,SC,,State Representative,Speaker,,
Brison,Thomas,B.,,,1884,1888,,,2,NC,,Wilmington City Council,,RG5100 Box 1,131598
Brittingham,Fred,J.,,Special Session December',1951,1952,,116,6,SC,D,State Representative,,,
Brittingham,Emory,B.,,,1968,1983,,,,,,Sussex County Justice of the Peace,,,
Brittingham,William,W.,,,1989,,,,,,,New Castle County Justice of the Peace,,,
Britton,Charles,E.,,,1957,1960,,,11,NC,,Wilmington City Council,,RG5100 Box 1,131598
Broadaway,Ambrose,,Esq.,,1861,1862,,,,KC,,State Representative,,,
Broadaway,William,,Esq.,,1875,1876,,,,KC,,State Representative,,,
Brobson,William,P.,,,1820,1821,,,,NC,,State Representative,,,
Brobson,William,P.,,,1823,1823,,,,,,Chief Clerk of the House,,,0
Brobson,William,P.,Esq.,,1826,1826,,,,NC,,State Representative,,,
Brobson,William,P.,,,1832,1835,,,,NC,,Wilmington City Council,,RG5100 Box 1,131598
Brobson,William,P.,,,1837,1840,,,,NC,,Wilmington City Council,,RG5100 Box 1,131598
Brockholst,Anthony,,,,1681,1681,,,,,,English Rule Govenor,,Conrad p. 256,0
Brockson,Richard,C.,,,1889,1890,,,,NC,,State Representative,,,
Brockson,Franklin,,,,1909,1910,,,3,KC,,State Representative,,,
Brockson,Franklin,,,,1912,1914,,,,,,,,,
Brogan,Joseph,M.,,,1923,1924,,99,5,NC,D,State Representative,,,
Brogan,Joseph,W.,,,1935,1935,,105,5,NC,D,State Representative,,,0
Brogan,John,J.,,,1955,1956,,118,5,NC,D,State Representative,,,
Brooks,Christopher,,Esq.,,1832,1834,,,,NC,,State Representative,,,
Brooks,Christopher,,,Replaced  Dr. Thomas W. Handy,1837,1837,,,,,,State Senator,,"Journal, Conrad p. 265",
Brooks,William,C.,,,1919,1920,,97,11,NC,,State Representative,,,
Brooks,Wallace,,,,1977,1980,,,5,NC,,Wilmington City Council,,RG5100 Box 1,131598
Broom,James,,,,1806,1808,,,,,,US Representative,,Conrad p. 261,0
Broomall,James,P,,,,,,,,,,Election Commissioner,,,0
Brown,Francis,,Esq.,,1826,1827,,,,SC,,State Representative,,,
Brown,Jonathan,,Esq.,,1859,1860,,,,KC,,State Representative,,,
Brown,Jacob,G.,Esq.,,1877,1878,,,,KC,,State Representative,,,
Brown,Christian,Gundy,,,1885,1886,,,,KC,,State Representative,,,
Brown,Horace,,,,1895,1896,,,,SC,,State Representative,,,
Brown,Edward,B.,,,1917,1918,,96,,SC,R,State Senator,Special Session 1918,,
Brown,Edward,B.,,,1919,1920,,97,,SC,,State Senator,,,0
Brown,Willard,S.,,,1921,1922,,98,7,KC,D,State Representative,,,
Brown,Fred,,,,1933,1953,,,1,NC,,Wilmington City Council,,RG5100 Box 1,131598
Brown,Carroll,B.,,,1935,1935,,105,3,KC,,State Representative,,,0
Brown,Charles,Edward,,Extra Ordinary Session 1938,1938,1938,,107,1,SC,R,State Senator,,,
Brown,Fred,,,,1939,1940,,107,4,NC,R,State Representative,,,
Brown,Charles,Edward,,,1939,1940,,107,1,SC,,State Senator,,,0
Brown,Charles,Edward,,,1941,1942,,108,1,SC,,State Senator,,,0
Brown,Fred,,,,1947,1948,,114,4,NC,R,State Representative,,,
Brown,Grover,C.,,,1982,,,,,,,Chancellor,,,
Bruno,Joseph,A.,Sr.,,1949,1950,,115,4,NC,R,State Representative,,,
Bruno,Joseph,A.,Sr.,Special Session December,1951,1952,,116,4,NC,R,State Representative,,,
Bruno,Joseph,A.,Sr.,,1951,1957,,,3,NC,,Wilmington City Council,,RG5100 Box 1,131598
Brush,John,C.,,,1801,1801,,,,NC,,State Representative,,,
Bryan,George,A.,Esq.,,1893,1894,,,,SC,,State Representative,,,
Bryan,Weightman,W.,,,1909,1910,,,4,SC,,State Representative,,,
Bryan,Henry,W.,,"Appointed vice to Bayard Sharp April 16, 1942 85th Session",1942,1943,,,7,NC,,Wilmington City Council,,RG5100 Box 1,131598
Bryan,Henry,W.,,,1949,1950,,115,3,NC,R,State Representative,,,
Brynberg,Peter,,,Replaced John James in 1800,1800,1800,,,,NC,,State Senator,,"Conrad p. 264, Journal",
Brynberg,Peter,,,,1804,1805,,,,NC,,State Representative,,,
Buck,C.,Douglas,,,1931,1937,,,,NC,R,Governor,,,
Buck,C.,Douglass,,,1943,1949,,,,,,,,,
Buckingham,Richard,G.,,,1911,1912,,,8,NC,,State Representative,,,
Buckingham,R.,G.,,,1917,1918,,96,8,NC,R,State Representative,,,
Buckingham,Richard,G.,,,1921,1922,,98,8,NC,,State Representative,,,
Buckingham,Delsworth,,,,1927,1928,,101,8,NC,R,State Representative,,,
Buckingham,Frank,H. or O.,,,1939,1940,,107,8,NC,R,State Representative,,,
Buckingham,Frank,H.,,,1941,1942,,108,8,NC,R,State Representative,,,0
Buckmaster,James,S.,Esq.,,1837,1838,,,,KC,,State Representative,,,
Buckmaster,James,S.,,,1843,1845,,,,,,Treasurer,,Conrad p. 259,0
Buckmaster,Henry,G.,,,1903,1904,,,1,NC,,State Representative,,,
Buckson,John,T.,,,1919,1920,,97,5,KC,,State Representative,,,
Buckson,Howard,M.,,,1927,1928,,101,2,KC,R,State Representative,,,
Buckson,Howard,M.,,,1935,1935,,105,2,KC,,State Representative,,,0
Buckson,Howard,M.,,1936 Special Session,1936,1936,,105,2,KC,,State Representative,,,0
Buckson,Howard,M.,,,1937,1938,,106,2,KC,,State Representative,,,0
Buckson,Charles,V.,,,1946,1946,,110,15,NC,R.,State Representative,,,
Buckson,David,,,,1957,1958,,119,,,,State Senator,President,,
Buckson,David,,,,1959,1960,,120,,,,State Senator,,,0
Buckson,David,P.,,Temporary appointment,1960,1961,,,,KC,R,Governor,,,
Buckson,David,P.,,,1963,1971,,,,,,Attorney General,,,
Buell,George,S.,,,1899,1900,,,2,SC,,State Representative,,,
Bullock,William,S.,,Maximilian L. Lichtenstein appointed vice Bullock 41st Session,1870,1872,,,7,NC,,Wilmington City Council,,RG5100 Box 1,131598
Bullock,John,H,,"State Manuels, RR at Archives",1923,1924,,,,,,,,,0
Bullock,Jeffrey,,,,2013,,,,,,,Secretary of State,,,0
Bulow,Leon,C.,,,1947,1948,,114,1,SC,R,State Senator,,,
Bulow,Leon,C.,,,1949,1950,,115,1,SC,,State Senator,,,0
Bunting,Elijah,W.,,,1919,1920,,97,7,SC,,State Representative,,,
Bunting,Levi,,,,1941,1942,,108,6,SC,D,State Representative,,,
Bunting,Clayton,A.,,,1941,1942,,108,4,SC,R,State Senator,President Pro-tem 1943-1944,,
Bunting,Clayton,A.,,,1943,1944,,109,4,SC,,State Senator,President Pro-tem 1943-1944,,0
Bunting,Clayton,A.,,,1944,1945,,109,4,SC,,State Senator,,,0
Bunting,Eugene,,,,1969,1971,,,,,,Secretary of State,,,
Burchenal,Joseph,,Esq.,,1873,1874,,,,KC,,State Representative,,,
Burge,George,C.,,,1931,1932,,103,14,NC,R,State Representative,,,
Burke,Myles,,,,1873,1875,,,10,NC,,Wilmington City Council,,RG5100 Box 1,131598
Burke,Francis,A.,,1936 Special Session,1936,1936,,105,1,NC,D,State Representative,,,0
Burke,Francis,A.,,,1937,1938,,106,1,NC,D,State Representative,,,0
Burkholder,E.,Paul,,,1947,1948,,114,1,KC,R,State Senator,,,
Burkholder,E.,Paul,,,1949,1950,,115,1,KC,,State Senator,,,0
Burnham,Samuel,,,,1845,1846,,,,NC,,State Representative,,"Journal, Conrad p. 265",
Burnham,Samuel,,,,1847,1848,,,,NC,,State Senator,,,
Burnham,Samuel,,,,1849,1850,,,,NC,,State Senator,,,0
Burnite,Wilbur,H.,Esq.,,1877,1878,,,,KC,,State Representative,,,
Burnite,Wilbur,H.,,may be spelled Burnite,1891,1895,,,,,,Treasurer,,"Journal, Conrad p. 259",
Burns,Robert,M.,,,1899,1900,,,2,NC,,State Representative,,,
Burris,Martin,,,,1901,1905,,,,,,Treasurer,,"Journal, Conrad",
Burris,Martin,B.,,,1917,1918,,96,13,NC,R,State Representative,,,
Burris,John,W.,,1932 Special Session,1932,1932,,103,1,SC,R,State Representative,,,
Burris,John,W.,,1934 Special Session,1933,1934,,104,1,SC,R,State Representative,,,
Burris,Isaac,M.,,,1939,1940,,107,2,KC,D,State Representative,,,
Burris,John,W.,,,1951,1952,,116,1,SC,R,State Senator,,,
Burris,John,W.,,,1953,1954,,117,1,SC,,State Senator,,,0
Burton,Benjamin,,,,1766,1767,,,,SC,,State Representative,,,
Burton,Benjamin,,,,1768,1769,,,,SC,,State Representative,,,
Burton,Robert,,,,1795,1797,,,,SC,,State Representative,,,
Burton,Joshua,,,,1798,1800,,,,SC,,State Representative,,,
Burton,Joshua,,,,1806,1814,,,,SC,,State Representative,,,
Burton,Benjamin,,,,1814,1814,,,,SC,,State Senator,,,
Burton,Benjamin,,,,1815,1815,,,,SC,,State Senator,,,0
Burton,Isaiah,,Esq.,,1816,1821,,,,SC,,State Representative,,,
Burton,Benjamin,,,,1816,1816,,,,SC,,State Senator,,,0
Burton,Benjamin,,,,1817,1817,,,,SC,,State Senator,,,0
Burton,Benjamin,,,,1818,1818,,,,SC,,State Senator,,,0
Burton,Isiah,,,,1820,1821,,,,SC,,State Representative,,,0
Burton,Joshua,,,,1822,1823,,,,SC,,State Representative,,,
Burton,Joshua,,,,1824,1824,,,,SC,,State Representative,Speaker,,
Burton,Joshua,,,,1825,1826,,,,SC,,State Representative,,,
Burton,Joshua,,,,1827,1827,,,,SC,,State Representative,,,
Burton,William,,,"History of Delaware 16091888, by T Scharf",1830,1834,,,,,,,,,0
Burton,Joshua,,Esq.,,1830,1830,,,,SC,,State Representative,Speaker,,
Burton,Isaac,,Esq.,,1830,1830,,,,SC,,State Representative,,,
Burton,Joshua,,Esq.,,1831,1832,,,,SC,,State Representative,,,
Burton,Joshua,,,,1832,1832,,,,SC,,State Senator,,,
Burton,Joshua,,,,1833,1833,,,,SC,,State Senator,,,0
Burton,Joshua,,,,1834,1834,,,,SC,,State Senator,,,0
Burton,Joshua,,,,1835,1835,,,,SC,,State Senator,,,0
Burton,Joshua,,,Extra Session,1836,1836,,,,SC,,State Senator,,,0
Burton,Joshua,,,,1837,1837,,,,SC,,State Senator,,,0
Burton,Benjamin,,Esq.,,1843,1844,,,,SC,,State Representative,,,
Burton,James,F.,Esq.,,1847,1848,,,,SC,,State Representative,,,
Burton,Benjamin,,Esq.,,1853,1854,,,,SC,,State Representative,,,
Burton,James,F.,Esq.,,1853,1854,,,,SC,,State Representative,,,
Burton,Woolsey,,Esq.,,1855,1856,,,,SC,,State Representative,,,
Burton,William,,,,1861,1863,,,,SC,,Governor,,,
Burton,William,,,,1865,1867,,,,SC,,Governor,,,
Burton,Edward,S.,,,1895,1896,,,,SC,,State Representative,,,
Burton,Hiram,R.,,,1904,1908,,,,,,US Representative,,Conrad p. 262,0
Burton,Clifford,E.,,,1927,1928,,101,8,SC,R,State Representative,,,
Burton,Clifford,E.,,,1929,1930,,102,4,SC,R,State Senator,,,
Burton,Clifford,E.,,,1931,1932,,103,4,SC,,State Senator,,,0
Burton,Verner,P.,,,1939,1940,,107,8,SC,R,State Representative,,,
Burton,Lester,V.,,,1946,1946,,110,8,SC,R,State Representative,,,
Burton,Lester,V.,,,1947,1948,,114,8,SC,R,State Representative,,,
Burton,William,H.,,,1957,1964,,,4,NC,,Wilmington City Council,,RG5100 Box 1,131598
Burton,William,H.,,,1981,1984,,,3,NC,,Wilmington City Council,,RG5100 Box 1,131598
Bush,David,,,,1835,1839,,,,NC,,Wilmington City Council,,RG5100 Box 1,131598
Bush,J.,D.,,,1921,1922,,98,,NC,,State Senator,President,,
Bush,J.,D.,,,1923,1924,,99,,NC,,State Senator,President,,0
Bush,William,G,,"State Manuels, RR at Archives",1935,1936,,,,,,,,,0
Busker,Glenn,W.,,,1961,1962,,121,1,KC,D,State Representative,,,0
Butler,Elias,S.R.,,,1854,1855,,,,NC,,Alderman; Wilmington,,RG5100 Box 1,131598
Butler,John,R.,,1936 Special Session,1936,1936,,105,11,NC,D,State Representative,,,0
Butler,John,R.,,,1937,1938,,106,11,NC,D,State Representative,,,0
Butler,John,R.,,1946 Special Session,1945,1946,,110,6,NC,D,State Senator,,,
