Input Order,Gen Reference,Title,Description,Dates,Folder,Keywords,Notes
199,139,New Jersey Fisheries,"Manuscripts regarding the 1877 Supreme Court case ""State of New Jersey vs. State of Delaware"" regarding fishing license laws, includes Argument of the Delaware Commissioners (1875)",1875-1877,,"Fisheries, Supreme Court Case, New Jersey, Fishing License",
200,140,William W. Belknap (signature),"Letter from William W. Belknap to Gove Saulsbury Governor dated December 28, 1870",1870,,"William Belknap, Gove Saulsbury, Lewes, War Department",
201,141,Mail Route Circa 1867,Manuscript laying out a mail route from Georgetown to Selbyville,,,"Mail Route, Post Office, Georgetown, Frankford, Selbyville, Millsboro, Dagsboro, Blackwater",
202,142,State Papers,"Article from the Pennsylvania Genealogical Magazine - ""Hollingsworth also announced that the ...public records of Newcastle County were taken from thence by the British Army.""  Receipts from men transporting the records, 8/1777.",,,"Revolutionary War, New Castle County Records",
203,143,"Woodlawn Trustees, Inc.","""The Operations and Purpose of Woodlawn"" compiled by Philip G. Rhoads",1972,,"Woodlawn, Philip G. Rhoads, New Castle County",
204,144,"Architecture - Specifications for home of John B. Lindale, Magnolia, 1886","Specifications for the John B. Lindale home in Magnolia built in 1886.  Elevation and floor plans, ca. 1905.","1886, c. 1905",,"Magnolia, Architecture, John B. Lindale, pumpkin house",
206,146,Black History,Miscellaneous articles concerning Black History,,,"Black History, Afro-American History",
207,147,Military 1898 - Spanish-American War,Correspondence to the Secretary of State and Governor's Office during the Spanish American War,1898,,"Governor, Spanish American War, Secretary of State, James Hughes,",
208,148,LeFevre House/ Letters Regarding Caesar Rodney Home In Dover,Miscellaneous copies of letters and plot plans,,,"Dover, LeFevre Home, Caesar Rodney Home",
209,149,Revolutionary War,"Letters, pamphlets and notes",,,"Revolutionary War, Military",contains the list of DE Rev. war soldiers burials
210,149,Burial Places of Revolutionary Soldiers in Delaware,Burial Places of Revolutionary Soldiers in Delaware,,,"Revolutionary War, Tombstone Inscriptions, Military",
211,149,"Delaware Soldiers Buried in Georgia, Indiana and Ohio","Delaware Soldiers Buried in Georgia, Indiana and Ohio",,,"Revolutionary War, Tombstone Inscriptions, Military",
212,150,"Passenger List Of ""The Ark and The Dove""","Transcript of the ""List of passengers on the Ship 'The Ark and the Dove' which landed at St. Clements Island on the Potomac River, Maryland, March 25, 1634""",1634,,"Ship Passenger List, The Ark and the Dove, Potomac River",
213,151,Fire Companies/Volunteer Fireman,,,,"Fire Companies, Volunteer Fireman",
214,152,Delaware Papers From South Carolina,Correspondence concerning Delaware records in the possession of the South Carolina government,1791-1806,,"Delaware Records, South Carolina",
215,153,New Castle Tercentenary,"Miscellaneous brochures, correspondence and articles concerning the New Castle Tercentenary of Dutch Settlement",1951,,"New Castle Tercentenary, Dutch",
216,154,Judge Salaries 1825,Manuscript receipts for judge salaries,1825,,Judge Salaries,
217,155,"Woodward House, Wilmington","""Woodward House"" by Marnie Laird",,,"Woodward House, Wilmington",
218,156,Apple Blossom Festival,"Miscellaneous newspaper clippings, 1928 ""Official Souvenir Program, First Annual Blossom Festival""",1928,,"Apple Blossom Festival, Dover",
219,157,Institute of Delaware History & Culture,Miscellaneous flyers and programs,1952-1958,,Institute of Delaware History & Culture,
220,158,Court Calendar,Court Calendars,"1908, 1917,1918",,Court Calendars,
221,159,Delaware Militia-  1811 Delinquent List,Manuscript delinquent list of Delaware Militia,1811,a,"Delaware Militia, Military",
222,160,Automobile Industry,"Articles on the DuPont Motor Car and Oliver Evans the inventor of the first automobile.  Stock certificate, Purchase Bond, and letter from the Bond Automobile Co., who had their eastern sales office in Wilmington.",,,"DuPont Motor Car, Oliver Evans, Automobile, Bond Automobile Co.",
223,161,Library of Congress - Delaware Items In,"List of Delaware items that can be found in the Library of Congress, also general information for users of the Library of Congress",,,"Library of Congress, Delaware Records",
224,162,Wilmington Lottery,Wilmington Lottery,1772,,"Wilmington, Lottery",
225,163,Bicentennial Celebration,"Dover Bicentennial Committee Minutes, 1974-1976; Dover Post Bicentennial Issue, June 30, 1976; July 4, 1976 issue of Time Magazine",1974-1976,1-3,"Bicentennial Celebration, 1976, Caesar Rodney, American Revolution",
226,164,Black Delawareans,"Paper by Harold Hancock entitled ""Black Delawareans, 1639-1865""",,,"African American, Black Delawareans, Harold Hancock",
227,165,Old Dover Academy,"Manuscript deeds to the Old Dover Academy lot in Dover; A 1793 list of scholars of the ""Latin School"" in Dover; copy of an act passed to sell lands of John Clarke, a trustee of the Academy; several historical accounts of the Academy",1793-1824,,"Dover, Old Academy Lot, Latin School",
228,166,Dover Green,Miscellaneous articles and papers concerning the Dover Green,,,Dover Green,
229,166,Dover Green by William T. Smithers,"Paper by Walter Morris entitled ""Dover Green, A Historical Sketch"" and ""The Dover Green"" by William T. Smithers",,,"Dover Green, Walter Morris, William T. Smithers",
230,168,Duck Creek Cross Roads - Deed For School Lot 1775,*Removed to Kent County Archives Deeds Collection*,,,,*Removed to Kent County Archives Deeds Collection*
231,169,Belmont Hall - Sketch of,"Manuscript letter from Caroline E. Speakman to H. C. Conrad, including ""A Brief History of Belmont Hall""",1904,,"Belmont Hall, Henry Conrad, Caroline E. Speaker, Smyrna",
232,170,"History of the National Youth Administration In Delaware, 1935-1943","Paper by Isaac C. Sutton entitled ""National Youth Administration, History of Agency In State Of Delaware, 1935-1943""",,,"National Youth Administration, Isaac C. Sutton",
233,171,"Kerr House, Newark","""A Partial History of 812 Elkton Rd, Newark, Delaware""",,,"Kerr House, Newark",*Woodward House moved to #155*
234,172,History of Dover,Miscellaneous notes and articles regarding Dover and the Green,,1,Dover Green,
235,172,History of Dover,Miscellaneous notes and articles regarding Dover and the Green,,2,Dover Green,
236,172,History of Dover,Miscellaneous notes and articles regarding Dover and the Green,,3,Dover Green,
237,173,State Boundaries,State boundary statistics from the 1990 census,,1,State Boundaries,
238,173,Mason and Dixon Line,"A brief sketch of the Mason and Dixon line.  ""Charles Mason and Jeremiah Dixon"" by Thomas D. Cope, 1946.  Kent County Boundary Survey, Mason-Dixon stones.",,2,"State Boundaries, Mason and Dixon",
239,173,Fenwick Island - Boundary Line Stone,,,3,"Fenwick Island, Boundary Line Stone",
240,173,"Kent County, Naming and Bounds of December 25, 1682",Copy of original  appointment by William Penn where he renames the county and defines the bounds,1682,4,"Kent County, Saint Jones, Boundary",
241,173,Boundary - Sussex County,Two Sussex County Chancery Cases showing divisions of land (Thomas Daisey D-2) and (Horace J. Hickman H-43),,5,"Sussex County Boundaries, Thomas Daisey, Horace Hickman",
242,173,Boundary 1782,"""Communication from Gov. Pratt in relation to the Boundary between the States of Pennsylvania, Maryland + Delaware""",1782,6,"Boundary, Maryland, Delaware, Pennsylvania",
243,174,Capital Punishment,"Miscellaneous pamphlets concerning capital punishment , includes article entitled ""Legal Death In Delaware"" and research paper ""Legal Executions in Delaware""",,,"Capital Punishment, Penology, Execution, Hanging",
244,175,Cowgill - Mifflin Papers,Photostats of letters from and to the Mifflin Family,1786-1799,,"Mifflin Family, Warner Mifflin",
245,176,Constitution - U.S. 200th Anniversary of,Miscellaneous brochures and pamphlets,1987,,"United States Constitution, Anniversary",
246,177,Coastal Zone Act,"Brochure entitled ""Delaware Coastal Zone Act:  Everything you want to know""",1972,,Coastal Zone Act,
247,178,Delaware Cabinetmaker's and Allied Artisan 1655-1855,"""Delaware Cabinetmakers and Allied Artisans 1655-1855"" by Charles G. Dorman",1960,,"Cabinetmakers, Artisans, Charles G. Dorman, Janvier",
248,178,Delaware Furniture Makers,"""Delaware Furniture Makers:  The Twilight Years, 1850-1870"" by Harold Hancock - supplement",,,"Cabinetmakers, Harold Hancock",
249,179,Delaware History,"A series of articles by Katherine Pyle entitled the ""Story of Delaware"".  The articles appear in the ""Delmarvia Star Magazine"" from June to October 1924.",1924,,"Delaware History, Katherine Pyle",
250,201,"New Castle County, Delaware - County Profile","New Castle County Economic Development Corp.'s ""County Profile""",,1987,"New Castle County, Economy",
251,202,Brinckle Estate Stock Certificate,A blank Brinckle Estate stock certificate,,,,
252,203,Log Book - Ship Annie,Captain's log of the ship Annie on a voyage from Quebec to Liverpool,1864,,"Ship Log Book, Annie, Quebec, Liverpool",
253,204,Convention of 1791 - Rough Minutes taken by Mr. Ridgely,Rough minutes taken by Nicholas Ridgely during the 1791 Convention,1791,,"1791 Convention, Nicholas Ridgely",
254,205,Underground Railroad,"""An Account of Twenty-One Citizens of West Chester, Pennsylvania, Now Living, Who Are More Than Ninety Years Old,"" compiled by George Morris Philips and ""The Underground"" by Ellen Peterson",,1,"Underground Railroad, Ellen Peterson, West Chester",
255,206,Delaware Free Schools Act of 1829,"""An Act For the Establishment of Free Schools in the State of Delaware, Passed at the January Session of the General Assembly of Said State""",1829,,"Free Schools, Education",
256,207,"Iron Manufacture in Sussex County, Delaware","""Iron Manufacture in Sussex County, Delaware, and in Adjacent Districts of Maryland;…"" by Edward F. Heite, 1970.  ""The Manufacture of Iron in Sussex County"" by James M. Tunnell, Jr.","1954, 1970",,"Iron Industry, Sussex County, Edward Heite",
257,208,Iron Industry - Delaware,"""The Delmarva Bog Iron Industry,"" ""Delaware's Colonial Iron Industry,"" by Edward Heite",,,"Bog Iron Industry, Edward Heite",
258,209,Duke of York Manor,"""Certificate of the Duke of York Mannor in the County of Sussex""",1683,,"James Duke of York Manor, William Penn, Survey, Sussex County",
259,210,Contradances and Cotillins: 18th Century Delawareans Danced,"""Contradances and Cotillions: 18th Century Delawareans Danced"" by John Gardner.  ""Social Dances from 18th-Century Virginia: The Richmond Assemblies, 1790-1797,"" 2003. ""Etiquette  for the Pupils of Prof. A. S. Webster's Dancing Academy.""",,,"Dance, Entertainment, Cotillions, Contradances, John Gardner",
260,211,General Assembly,A letter discussing the actual date of the convening of the first Delaware General Assembly after Statehood,1971,,General Assembly,
261,212,Supreme Court of Delaware,Description of the Supreme Court building as well as miscellaneous pamphlets and programs,,,"Supreme Court Building, Delaware Bar",
262,213,French and Indian War,"Expense Account to Delaware Commissioners - 1760 - French & Indian War, Muster Roll 1758",1758-1760,,"French and Indian War, Delaware Commissioners Muster Rolls",
263,214,Almanacs,"Poor Richard Almanac, 1771; Columbian Almanac, 1834","1771, 1834",,"Poor Richard Almanac, Columbian Almanac, P. B. Porter",1834 Almanac includes court meeting dates
264,215,Indians,"""Delaware's Invisible Indians"" by Louise and Edward Heite.  ""Mitsawoket, The Pumpkin Neck Community"" by Heite Consulting.  ""Algonkin-Iroquois Contacts In New York State"" by William Ritchie",,,"Indians, Algonkin Iroquois, William Ritchie",
265,216,Warren Property,"Title research for the Warren property located in North Murderkill Hundred, Kent County",,,"Warren Property, North Murderkill",
266,217,"Maryland Tercentenary, 1634-1934","Pamphlet ""Maryland Tercentenary, 1634-1934""",1934,,Maryland Tercentenary,
267,218,Huguenots,"Pamphlet ""New Rochelle the City of the Huguenots""",1926,,"Huguenots, New Rochelle, New York",
268,219,Governor's Fair,Program and invitation to the Governor's Fair,1983,,Governor's Fair,
269,220,McGonical House,Notes of the McGonical House in Dover,,,"McGonigal House, Dover, The Green",
270,221,Loockerman Manor House,"""The Loockerman Manor House, near Dover, Delaware"" by Annie Jump Cannon",,,"Loockerman House, Dover, Annie Jump Cannon",
271,222,Liston Property,Letter regarding the Liston property,1936,,Liston Property,
272,223,Broad Creek Meeting to support New Union among the Colonies,Broad Creek Meeting resolution to assist in the relief efforts for the port of Boston,1775,,"Revolutionary War, Boston Harbor",
273,224,Wilmington Library Records,List of records of the Library Company of Wilmington filed at the Wilmington Institute Free Library,1936,,"Wilmington Institute Free Library, Library Company of Wilmington",
274,225,Dictionary of American Biography,Dictionary of American Biography,1931-1932,,Dictionary of American Biography,
275,226,Wilmington,"Miscellaneous pamphlets, correspondence and articles concerning the city of Wilmington",,,"Wilmington, Old Swedes Church, Stidham House",
